audit_id,audit_date,department_name,finding,severity,status,manager_id,project_id
6675,2026-01-07,Logistics,Political guy sell where.,Medium,Closed,305,64
6676,2026-02-06,Analytics,Seem machine describe.,High,Closed,320,170
6677,2026-02-15,Operations,Little item win.,Medium,Closed,277,74
6678,2026-02-01,Veterinary,Build become chair stop picture magazine.,Critical,In Review,86,9
6679,2026-04-07,Veterinary,Usually deal ability treatment.,Critical,In Review,122,219
6680,2026-03-13,Analytics,Eye political health us message.,Medium,Open,233,99
6681,2026-01-05,Veterinary,Wall attack growth treat explain seem.,Medium,Open,151,286
6682,2026-01-31,Veterinary,Enjoy impact debate world stand.,Critical,In Review,148,5
6683,2026-04-07,Veterinary,Serious suffer establish recognize gas describe.,Medium,Closed,69,422
6684,2026-03-06,Veterinary,Manager population place see fire.,Medium,Open,373,485
6685,2026-03-14,Logistics,Purpose medical return want truth.,Medium,Closed,111,432
6686,2026-03-19,Operations,Would cultural physical interview lay far.,Low,In Review,206,167
6687,2026-01-23,Logistics,Green agent happen take.,Critical,Open,443,91
6688,2026-01-19,Logistics,Network oil wide so minute walk.,Low,In Review,495,156
6689,2026-02-23,Analytics,Whose sport truth include do same.,Medium,Closed,305,211
6690,2026-04-10,Operations,Some choice story become physical.,Low,Open,115,471
6691,2026-01-01,Operations,Peace little speak.,High,In Review,97,311
6692,2026-01-07,Analytics,Worker response run man.,High,Open,458,435
6693,2026-01-16,Analytics,Particular mouth too set.,Critical,In Review,159,17
6694,2026-02-13,Logistics,Daughter on agency help difference.,High,In Review,307,483
6695,2026-01-04,Analytics,Mrs since single outside garden worker.,Low,Closed,220,245
6696,2026-01-08,Operations,Art just always market himself.,Critical,In Review,34,319
6697,2026-03-31,Operations,Bag deal remain bill.,Medium,Open,95,81
6698,2026-01-22,Veterinary,Beyond thank able find discuss effect.,High,In Review,126,333
6699,2026-01-02,Veterinary,Wide meeting Republican management one fall.,Critical,Open,145,182
6700,2026-02-16,Logistics,Buy computer third fast table.,Low,Open,100,252
6701,2026-01-06,Operations,Suggest example my tree sometimes.,Critical,Open,51,249
6702,2026-01-29,Analytics,Newspaper goal yeah structure rest six century.,Critical,Closed,182,285
6703,2026-01-12,Analytics,Onto brother subject describe.,High,In Review,465,386
6704,2026-03-18,Veterinary,Second heart see.,Critical,In Review,77,396
6705,2026-01-27,Operations,Throw away anything play.,Low,In Review,262,351
6706,2026-04-12,Veterinary,Best far on.,High,Open,488,387
6707,2026-03-08,Operations,Important despite outside almost chance upon.,Medium,In Review,62,340
6708,2026-03-22,Analytics,Floor computer full add.,Critical,In Review,203,159
6709,2026-01-06,Analytics,Here weight animal worry politics fall.,Critical,In Review,467,226
6710,2026-02-11,Analytics,Certain our base season myself force.,Medium,In Review,83,155
6711,2026-02-16,Logistics,Body draw key fly situation tonight.,Low,Closed,212,241
6712,2026-02-03,Veterinary,Let attention music at.,High,Closed,200,196
6713,2026-04-07,Veterinary,Hard spring face politics so.,Medium,Closed,309,375
6714,2026-02-27,Logistics,Few range first.,Critical,Closed,308,165
6715,2026-02-18,Veterinary,Window area college.,Low,Closed,232,469
6716,2026-04-08,Veterinary,Meeting field foot report magazine.,Low,Closed,104,5
6717,2026-02-28,Veterinary,Moment very team quickly series.,Low,Closed,286,29
6718,2026-01-09,Logistics,Animal certain moment pick vote hot.,Medium,Closed,380,331
6719,2026-02-26,Operations,Talk field computer life between see.,High,Open,312,107
6720,2026-04-01,Veterinary,Economy become good single player ability.,Low,In Review,23,135
6721,2026-03-13,Operations,Business woman rock democratic lawyer.,Medium,Closed,142,424
6722,2026-03-17,Analytics,Under ready him easy mouth.,High,In Review,265,46
6723,2026-03-30,Veterinary,Him thank ten large find cost.,Low,Closed,208,224
6724,2026-03-12,Logistics,Would can live since.,Low,In Review,494,175
6725,2026-01-20,Operations,Feel both beautiful same simple.,Critical,In Review,208,72
6726,2026-01-30,Veterinary,Last dinner old argue such professor.,Critical,Open,429,212
6727,2026-01-18,Logistics,Article debate development structure catch prevent.,Critical,Open,489,278
6728,2026-01-06,Veterinary,Company page individual personal popular.,Critical,Open,491,380
6729,2026-02-04,Operations,Age report into.,Low,In Review,271,313
6730,2026-03-31,Operations,Together summer away.,Low,Closed,269,474
6731,2026-02-22,Operations,Her point house.,High,Open,42,438
6732,2026-01-22,Veterinary,Range PM social.,Critical,Closed,427,32
6733,2026-01-30,Operations,Ball with type become value.,High,Closed,311,188
6734,2026-02-26,Analytics,Data cup something green seven.,Critical,Closed,180,168
6735,2026-01-17,Veterinary,Minute man budget save authority.,Medium,In Review,136,203
6736,2026-01-18,Operations,Weight rest us answer measure beautiful.,Low,In Review,70,235
6737,2026-01-23,Analytics,Environment imagine wait day court performance.,Low,Closed,9,157
6738,2026-01-21,Veterinary,Democratic after create method matter.,Low,Open,350,302
6739,2026-04-10,Analytics,Drive bad country man.,Critical,In Review,68,290
6740,2026-01-14,Operations,Left Mr born need once range.,High,Closed,496,54
6741,2026-01-07,Veterinary,Debate them modern season left.,Low,In Review,163,431
6742,2026-03-25,Analytics,Wear already win purpose.,Low,Open,316,30
6743,2026-01-21,Analytics,Always turn hard.,Medium,In Review,480,98
6744,2026-03-12,Veterinary,Left ready enter accept impact you.,Critical,Open,365,226
6745,2026-02-28,Operations,Performance commercial person case.,Low,Open,43,270
6746,2026-01-20,Operations,Near effect argue right.,Low,Closed,105,487
6747,2026-02-10,Operations,Somebody friend tough.,Medium,In Review,74,379
6748,2026-03-23,Operations,Certain indicate another because music.,High,Closed,370,207
6749,2026-02-09,Logistics,Happy remain whether American inside garden.,Medium,Closed,70,45
6750,2026-01-17,Logistics,Whether green always himself.,Critical,In Review,225,405
6751,2026-02-20,Logistics,Major explain among article per series.,Low,In Review,105,363
6752,2026-02-24,Veterinary,Certainly statement shake financial.,Low,Closed,209,345
6753,2026-01-27,Veterinary,Method herself myself.,Medium,In Review,393,300
6754,2026-02-25,Veterinary,Indeed capital begin attorney laugh.,High,In Review,298,348
6755,2026-01-23,Analytics,Drive else stand and join them.,Critical,Closed,316,100
6756,2026-02-14,Analytics,Kitchen produce drop industry interview radio drop.,High,In Review,348,32
6757,2026-01-17,Veterinary,Environment senior minute.,Medium,Closed,401,253
6758,2026-04-10,Logistics,Simply write firm.,Low,Closed,348,299
6759,2026-03-08,Veterinary,Purpose such talk.,Low,In Review,68,278
6760,2026-02-13,Logistics,Also can design treat visit.,Low,Closed,431,406
6761,2026-03-10,Analytics,Population care role.,Medium,In Review,491,83
6762,2026-02-26,Logistics,Case story plant third.,Critical,In Review,303,476
6763,2026-01-29,Veterinary,Dog owner floor Mr almost.,Critical,Closed,266,321
6764,2026-04-07,Operations,Pay wall space worry.,High,Closed,176,252
6765,2026-01-02,Operations,Listen experience mean.,Medium,In Review,415,110
6766,2026-02-01,Analytics,Place production sense attack.,High,Closed,163,385
6767,2026-01-04,Logistics,Time box happy why.,High,Closed,181,121
6768,2026-03-28,Operations,Entire letter surface everyone debate.,Medium,Closed,88,117
6769,2026-02-04,Operations,People do face.,Critical,In Review,248,234
6770,2026-01-05,Veterinary,Outside always born responsibility money crime.,Low,Open,35,371
6771,2026-02-20,Veterinary,Party little certainly enter.,Low,Closed,463,355
6772,2026-01-15,Operations,Respond property around.,High,Open,54,15
6773,2026-02-19,Operations,This same beat four example.,Medium,Closed,205,348
6774,2026-01-05,Veterinary,Against card our discuss.,Medium,Closed,462,468
6775,2026-04-12,Analytics,Audience seat itself.,Medium,Open,234,489
6776,2026-02-27,Analytics,Religious room fine.,High,Open,48,337
6777,2026-03-28,Operations,Point hundred music.,Medium,Closed,217,440
6778,2026-04-03,Logistics,Enough agree finish character which.,Critical,Closed,186,442
6779,2026-03-28,Logistics,Son service eight per.,High,In Review,95,498
6780,2026-03-01,Analytics,Indeed include doctor.,Critical,In Review,43,264
6781,2026-04-02,Veterinary,Several leave available catch face.,Low,Open,36,133
6782,2026-03-29,Operations,Any time quality trade so present.,Critical,Open,262,116
6783,2026-01-30,Analytics,Foot hotel prevent government middle.,Low,Open,207,471
6784,2026-01-12,Veterinary,Follow back training involve.,High,Open,278,260
6785,2026-03-04,Veterinary,Ten see particular approach return reason.,High,Open,393,183
6786,2026-02-23,Logistics,Message right lead less hit.,High,Open,409,343
6787,2026-03-23,Logistics,Physical wait military behavior enjoy medical.,Critical,In Review,426,79
6788,2026-01-21,Operations,Politics total baby military deal remain.,Critical,In Review,333,256
6789,2026-03-28,Operations,Actually sell sign tell happy.,Critical,Open,327,441
6790,2026-02-24,Veterinary,Position education yourself adult local.,Low,In Review,478,187
6791,2026-01-26,Operations,Well accept fear poor work medical.,Critical,Closed,367,27
6792,2026-03-01,Operations,Win painting anything surface.,High,Open,311,186
6793,2026-02-10,Logistics,Know so action tonight only.,Medium,Open,289,158
6794,2026-01-14,Analytics,Growth argue down certain population community.,Medium,In Review,1,74
6795,2026-03-24,Veterinary,Notice remember trade allow suffer.,Medium,In Review,162,46
6796,2026-01-07,Operations,Education nature meeting section drop.,Critical,Open,402,42
6797,2026-03-28,Logistics,Way subject job art present this.,Low,Closed,376,439
6798,2026-03-28,Veterinary,Body my land particular modern.,Medium,In Review,145,109
6799,2026-02-06,Veterinary,Pick building where.,Medium,In Review,280,248
6800,2026-03-29,Logistics,Section performance moment threat make.,High,Closed,258,500
6801,2026-02-12,Logistics,Operation big particular fall break believe.,Medium,Open,216,305
6802,2026-03-21,Logistics,West toward west if.,High,Closed,472,302
6803,2026-04-07,Analytics,Lot week game no down reality.,High,Open,314,303
6804,2026-01-07,Operations,Character positive indeed.,Low,Open,302,29
6805,2026-02-25,Logistics,Carry something probably.,Critical,Closed,329,486
6806,2026-04-05,Veterinary,Fear trip within.,High,In Review,478,19
6807,2026-03-30,Veterinary,Leg movement idea bar know single.,Critical,Closed,399,112
6808,2026-02-02,Logistics,Over whom him two.,High,Open,33,290
6809,2026-01-31,Logistics,Onto great international various.,Critical,In Review,493,39
6810,2026-01-01,Logistics,Benefit responsibility enjoy two.,Low,Open,6,480
6811,2026-02-28,Logistics,Wide unit industry anyone parent sense.,Low,In Review,397,425
6812,2026-02-08,Analytics,Place happy media floor.,Low,In Review,252,99
6813,2026-02-20,Logistics,Individual history military serious event authority.,High,In Review,447,200
6814,2026-02-22,Analytics,Sometimes bag defense.,Low,Closed,34,457
6815,2026-02-26,Operations,Series American state.,Medium,Open,205,4
6816,2026-04-01,Veterinary,Spend town detail art do condition.,Medium,Closed,278,250
6817,2026-02-02,Analytics,Involve easy western wish foot citizen.,Medium,Closed,175,450
6818,2026-02-25,Analytics,Simply treatment war gas feeling.,High,Open,479,197
6819,2026-03-10,Analytics,Surface nothing lay.,Low,Open,408,358
6820,2026-03-11,Veterinary,Green region hold sea against expect.,Medium,Closed,37,423
6821,2026-03-02,Analytics,Health power left body.,High,In Review,206,379
6822,2026-03-06,Veterinary,Cold course first think employee.,Medium,Closed,291,300
6823,2026-01-09,Operations,Sing indeed while respond opportunity.,High,Open,3,195
6824,2026-03-08,Logistics,Authority baby your determine.,Low,Closed,172,475
6825,2026-03-17,Veterinary,Where cultural audience take.,Critical,Open,37,136
6826,2026-03-10,Veterinary,Their cover thus fly different bad.,High,Open,103,161
6827,2026-02-25,Operations,Best author population.,High,In Review,124,366
6828,2026-04-01,Operations,Film on level.,High,Open,290,404
6829,2026-04-05,Operations,Improve single focus magazine.,Low,Closed,448,367
6830,2026-01-06,Analytics,Time building performance local water course.,Low,Open,451,256
6831,2026-02-21,Veterinary,Hotel all city game concern discuss already.,High,Closed,132,314
6832,2026-03-27,Analytics,Sense week against store national.,Medium,Closed,381,93
6833,2026-02-23,Logistics,Toward mention partner high.,Low,Closed,205,85
6834,2026-04-11,Veterinary,Human clearly more beat Mr bed.,Medium,In Review,269,394
6835,2026-03-18,Logistics,State program close.,High,Closed,305,414
6836,2026-03-26,Analytics,Election describe left information case along.,Critical,Closed,7,120
6837,2026-03-29,Logistics,Election road phone scientist.,Critical,In Review,85,302
6838,2026-03-13,Operations,Bit foot miss media staff.,Medium,Open,426,306
6839,2026-01-26,Analytics,Hold management even strong adult.,Critical,Closed,166,34
6840,2026-03-10,Logistics,Agreement police thought play.,Medium,Closed,191,203
6841,2026-04-02,Operations,Two much teacher career.,Low,Closed,357,342
6842,2026-03-23,Logistics,Six protect city.,Low,In Review,203,100
6843,2026-01-21,Analytics,Learn opportunity where.,Medium,In Review,449,11
6844,2026-02-28,Operations,Data leave involve over.,Critical,In Review,497,443
6845,2026-03-13,Analytics,Brother option community central issue.,Low,Open,162,500
6846,2026-03-04,Logistics,Beat perhaps student son.,Medium,In Review,66,465
6847,2026-03-22,Veterinary,Hard trip mention begin.,Medium,Open,123,5
6848,2026-03-18,Analytics,Will artist each will.,Low,Closed,133,404
6849,2026-02-05,Veterinary,Compare word life hotel they.,Low,Open,127,395
6850,2026-01-04,Operations,Environmental live hard least actually scientist.,Critical,Open,34,346
6851,2026-02-24,Analytics,Career book area whom say.,Medium,Closed,78,462
6852,2026-01-21,Veterinary,Medical trip pass billion phone.,Medium,In Review,143,457
6853,2026-01-16,Operations,Woman team off.,Critical,In Review,173,142
6854,2026-02-28,Operations,Military staff agree respond.,Critical,Open,384,214
6855,2026-02-18,Operations,Another own line after a.,High,In Review,92,330
6856,2026-01-20,Analytics,Three present current under.,Medium,In Review,114,75
